ID,REF_DATE,GEO,NHPI,VALUE,,,
444,1981-04-01,Prairie Region,Land only,0,,,
445,1981-04-01,Manitoba,Total (house and land),0,,,
446,1981-04-01,Manitoba,House only,0,,,
447,1981-04-01,Manitoba,Land only,0,,,
448,1981-04-01,Winnipeg: Manitoba,Total (house and land),27.4,,,
449,1981-04-01,Winnipeg: Manitoba,House only,30.5,,,
450,1981-04-01,Winnipeg: Manitoba,Land only,18.9,,,
451,1981-04-01,Saskatchewan,Total (house and land),0,,,
452,1981-04-01,Saskatchewan,House only,0,,,
453,1981-04-01,Saskatchewan,Land only,0,,,
454,1981-04-01,Regina: Saskatchewan,Total (house and land),21.3,,,
455,1981-04-01,Regina: Saskatchewan,House only,22.4,,,
456,1981-04-01,Regina: Saskatchewan,Land only,17.8,,,
457,1981-04-01,Saskatoon: Saskatchewan,Total (house and land),34.6,,,
458,1981-04-01,Saskatoon: Saskatchewan,House only,37.3,,,
459,1981-04-01,Saskatoon: Saskatchewan,Land only,27.6,,,
460,1981-04-01,Alberta,Total (house and land),0,,,
461,1981-04-01,Alberta,House only,0,,,
462,1981-04-01,Alberta,Land only,0,,,
463,1981-04-01,Calgary: Alberta,Total (house and land),26.7,,,
464,1981-04-01,Calgary: Alberta,House only,30.1,,,
465,1981-04-01,Calgary: Alberta,Land only,19.8,,,
466,1981-04-01,Edmonton: Alberta,Total (house and land),36.1,,,
467,1981-04-01,Edmonton: Alberta,House only,36.9,,,
468,1981-04-01,Edmonton: Alberta,Land only,32.9,,,
469,1981-04-01,British Columbia,Total (house and land),0,,,
470,1981-04-01,British Columbia,House only,0,,,
471,1981-04-01,British Columbia,Land only,0,,,
472,1981-04-01,Kelowna: British Columbia,Total (house and land),0,,,
473,1981-04-01,Kelowna: British Columbia,House only,0,,,
474,1981-04-01,Kelowna: British Columbia,Land only,0,,,
475,1981-04-01,Vancouver: British Columbia,Total (house and land),91.8,,,
476,1981-04-01,Vancouver: British Columbia,House only,97.7,,,
477,1981-04-01,Vancouver: British Columbia,Land only,84.2,,,
478,1981-04-01,Victoria: British Columbia,Total (house and land),130.8,,,
479,1981-04-01,Victoria: British Columbia,House only,210.6,,,
480,1981-04-01,Victoria: British Columbia,Land only,50.9,,,
481,1981-05-01,Canada,Total (house and land),40.6,,,
482,1981-05-01,Canada,House only,38.9,,,
483,1981-05-01,Canada,Land only,41.5,,,
484,1981-05-01,Atlantic Region,Total (house and land),0,,,
485,1981-05-01,Atlantic Region,House only,0,,,
486,1981-05-01,Atlantic Region,Land only,0,,,
487,1981-05-01,Newfoundland and Labrador,Total (house and land),0,,,
488,1981-05-01,Newfoundland and Labrador,House only,0,,,
489,1981-05-01,Newfoundland and Labrador,Land only,0,,,
490,1981-05-01,St. John's: Newfoundland and Labrador,Total (house and land),36.4,,,
491,1981-05-01,St. John's: Newfoundland and Labrador,House only,37.7,,,
492,1981-05-01,St. John's: Newfoundland and Labrador,Land only,31.9,,,
493,1981-05-01,Prince Edward Island,Total (house and land),0,,,
494,1981-05-01,Prince Edward Island,House only,0,,,
495,1981-05-01,Prince Edward Island,Land only,0,,,
496,1981-05-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
497,1981-05-01,Charlottetown: Prince Edward Island,House only,0,,,
498,1981-05-01,Charlottetown: Prince Edward Island,Land only,0,,,
499,1981-05-01,Nova Scotia,Total (house and land),0,,,
500,1981-05-01,Nova Scotia,House only,0,,,
501,1981-05-01,Nova Scotia,Land only,0,,,
502,1981-05-01,Halifax: Nova Scotia,Total (house and land),0,,,
503,1981-05-01,Halifax: Nova Scotia,House only,0,,,
504,1981-05-01,Halifax: Nova Scotia,Land only,32.5,,,
505,1981-05-01,New Brunswick,Total (house and land),0,,,
506,1981-05-01,New Brunswick,House only,0,,,
507,1981-05-01,New Brunswick,Land only,0,,,
508,1981-05-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),57.2,,,
509,1981-05-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,63.3,,,
510,1981-05-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,38,,,
511,1981-05-01,Quebec,Total (house and land),0,,,
512,1981-05-01,Quebec,House only,0,,,
513,1981-05-01,Quebec,Land only,0,,,
514,1981-05-01,Quebec: Quebec,Total (house and land),31.4,,,
515,1981-05-01,Quebec: Quebec,House only,36.1,,,
516,1981-05-01,Quebec: Quebec,Land only,21.2,,,
517,1981-05-01,Sherbrooke: Quebec,Total (house and land),0,,,
518,1981-05-01,Sherbrooke: Quebec,House only,0,,,
519,1981-05-01,Sherbrooke: Quebec,Land only,0,,,
520,1981-05-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
521,1981-05-01,Trois-Rivieres: Quebec,House only,0,,,
522,1981-05-01,Trois-Rivieres: Quebec,Land only,0,,,
523,1981-05-01,Montreal: Quebec,Total (house and land),29.7,,,
524,1981-05-01,Montreal: Quebec,House only,31.1,,,
525,1981-05-01,Montreal: Quebec,Land only,21.3,,,
526,1981-05-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
527,1981-05-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
528,1981-05-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
529,1981-05-01,Ontario,Total (house and land),0,,,
530,1981-05-01,Ontario,House only,0,,,
531,1981-05-01,Ontario,Land only,0,,,
532,1981-05-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),34.3,,,
533,1981-05-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,32.7,,,
534,1981-05-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,40.8,,,
535,1981-05-01,Oshawa: Ontario,Total (house and land),0,,,
536,1981-05-01,Oshawa: Ontario,House only,0,,,
537,1981-05-01,Oshawa: Ontario,Land only,0,,,
538,1981-05-01,Toronto: Ontario,Total (house and land),32.3,,,
539,1981-05-01,Toronto: Ontario,House only,27.7,,,
540,1981-05-01,Toronto: Ontario,Land only,40.1,,,
541,1981-05-01,Hamilton: Ontario,Total (house and land),32.6,,,
542,1981-05-01,Hamilton: Ontario,House only,26.4,,,
543,1981-05-01,Hamilton: Ontario,Land only,50.2,,,
544,1981-05-01,St. Catharines-Niagara: Ontario,Total (house and land),31,,,
545,1981-05-01,St. Catharines-Niagara: Ontario,House only,28.9,,,
546,1981-05-01,St. Catharines-Niagara: Ontario,Land only,35.6,,,
547,1981-05-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),34.6,,,
548,1981-05-01,Kitchener-Cambridge-Waterloo: Ontario,House only,31.1,,,
549,1981-05-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,43.5,,,
550,1981-05-01,Guelph: Ontario,Total (house and land),0,,,
551,1981-05-01,Guelph: Ontario,House only,0,,,
552,1981-05-01,Guelph: Ontario,Land only,0,,,
553,1981-05-01,London: Ontario,Total (house and land),33.3,,,
554,1981-05-01,London: Ontario,House only,28.6,,,
555,1981-05-01,London: Ontario,Land only,51.6,,,
556,1981-05-01,Windsor: Ontario,Total (house and land),60.6,,,
557,1981-05-01,Windsor: Ontario,House only,63.9,,,
558,1981-05-01,Windsor: Ontario,Land only,47.5,,,
559,1981-05-01,Greater Sudbury: Ontario,Total (house and land),56.9,,,
560,1981-05-01,Greater Sudbury: Ontario,House only,57,,,
561,1981-05-01,Greater Sudbury: Ontario,Land only,53.7,,,
562,1981-05-01,Prairie Region,Total (house and land),0,,,
563,1981-05-01,Prairie Region,House only,0,,,
564,1981-05-01,Prairie Region,Land only,0,,,
565,1981-05-01,Manitoba,Total (house and land),0,,,
566,1981-05-01,Manitoba,House only,0,,,
567,1981-05-01,Manitoba,Land only,0,,,
568,1981-05-01,Winnipeg: Manitoba,Total (house and land),27.9,,,
569,1981-05-01,Winnipeg: Manitoba,House only,31.1,,,
570,1981-05-01,Winnipeg: Manitoba,Land only,18.9,,,
571,1981-05-01,Saskatchewan,Total (house and land),0,,,
572,1981-05-01,Saskatchewan,House only,0,,,
573,1981-05-01,Saskatchewan,Land only,0,,,
574,1981-05-01,Regina: Saskatchewan,Total (house and land),21.9,,,
575,1981-05-01,Regina: Saskatchewan,House only,23.1,,,
576,1981-05-01,Regina: Saskatchewan,Land only,17.8,,,
577,1981-05-01,Saskatoon: Saskatchewan,Total (house and land),34.8,,,
578,1981-05-01,Saskatoon: Saskatchewan,House only,37.7,,,
579,1981-05-01,Saskatoon: Saskatchewan,Land only,27.6,,,
580,1981-05-01,Alberta,Total (house and land),0,,,
581,1981-05-01,Alberta,House only,0,,,
582,1981-05-01,Alberta,Land only,0,,,
583,1981-05-01,Calgary: Alberta,Total (house and land),26.7,,,
584,1981-05-01,Calgary: Alberta,House only,30.1,,,
585,1981-05-01,Calgary: Alberta,Land only,19.8,,,
586,1981-05-01,Edmonton: Alberta,Total (house and land),37.3,,,
587,1981-05-01,Edmonton: Alberta,House only,38.2,,,
588,1981-05-01,Edmonton: Alberta,Land only,33.6,,,
589,1981-05-01,British Columbia,Total (house and land),0,,,
590,1981-05-01,British Columbia,House only,0,,,
591,1981-05-01,British Columbia,Land only,0,,,
592,1981-05-01,Kelowna: British Columbia,Total (house and land),0,,,
593,1981-05-01,Kelowna: British Columbia,House only,0,,,
594,1981-05-01,Kelowna: British Columbia,Land only,0,,,
595,1981-05-01,Vancouver: British Columbia,Total (house and land),91.8,,,
596,1981-05-01,Vancouver: British Columbia,House only,97.7,,,
597,1981-05-01,Vancouver: British Columbia,Land only,84.2,,,
598,1981-05-01,Victoria: British Columbia,Total (house and land),132.5,,,
599,1981-05-01,Victoria: British Columbia,House only,212.4,,,
600,1981-05-01,Victoria: British Columbia,Land only,52.1,,,
601,1981-06-01,Canada,Total (house and land),40.8,,,
602,1981-06-01,Canada,House only,39.1,,,
603,1981-06-01,Canada,Land only,41.6,,,
604,1981-06-01,Atlantic Region,Total (house and land),0,,,
605,1981-06-01,Atlantic Region,House only,0,,,
606,1981-06-01,Atlantic Region,Land only,0,,,
607,1981-06-01,Newfoundland and Labrador,Total (house and land),0,,,
608,1981-06-01,Newfoundland and Labrador,House only,0,,,
609,1981-06-01,Newfoundland and Labrador,Land only,0,,,
610,1981-06-01,St. John's: Newfoundland and Labrador,Total (house and land),36.4,,,
611,1981-06-01,St. John's: Newfoundland and Labrador,House only,37.7,,,
612,1981-06-01,St. John's: Newfoundland and Labrador,Land only,31.9,,,
613,1981-06-01,Prince Edward Island,Total (house and land),0,,,
614,1981-06-01,Prince Edward Island,House only,0,,,
615,1981-06-01,Prince Edward Island,Land only,0,,,
616,1981-06-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
617,1981-06-01,Charlottetown: Prince Edward Island,House only,0,,,
618,1981-06-01,Charlottetown: Prince Edward Island,Land only,0,,,
619,1981-06-01,Nova Scotia,Total (house and land),0,,,
620,1981-06-01,Nova Scotia,House only,0,,,
621,1981-06-01,Nova Scotia,Land only,0,,,
622,1981-06-01,Halifax: Nova Scotia,Total (house and land),0,,,
623,1981-06-01,Halifax: Nova Scotia,House only,0,,,
624,1981-06-01,Halifax: Nova Scotia,Land only,32.5,,,
625,1981-06-01,New Brunswick,Total (house and land),0,,,
626,1981-06-01,New Brunswick,House only,0,,,
627,1981-06-01,New Brunswick,Land only,0,,,
628,1981-06-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),57.2,,,
629,1981-06-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,63.3,,,
630,1981-06-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,38,,,
631,1981-06-01,Quebec,Total (house and land),0,,,
632,1981-06-01,Quebec,House only,0,,,
633,1981-06-01,Quebec,Land only,0,,,
634,1981-06-01,Quebec: Quebec,Total (house and land),31.4,,,
635,1981-06-01,Quebec: Quebec,House only,36.1,,,
636,1981-06-01,Quebec: Quebec,Land only,21.2,,,
637,1981-06-01,Sherbrooke: Quebec,Total (house and land),0,,,
638,1981-06-01,Sherbrooke: Quebec,House only,0,,,
639,1981-06-01,Sherbrooke: Quebec,Land only,0,,,
640,1981-06-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
641,1981-06-01,Trois-Rivieres: Quebec,House only,0,,,
642,1981-06-01,Trois-Rivieres: Quebec,Land only,0,,,
643,1981-06-01,Montreal: Quebec,Total (house and land),30,,,
644,1981-06-01,Montreal: Quebec,House only,31.5,,,
645,1981-06-01,Montreal: Quebec,Land only,21.7,,,
646,1981-06-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
647,1981-06-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
648,1981-06-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
649,1981-06-01,Ontario,Total (house and land),0,,,
650,1981-06-01,Ontario,House only,0,,,
651,1981-06-01,Ontario,Land only,0,,,
652,1981-06-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),34.8,,,
653,1981-06-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,33.5,,,
654,1981-06-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,40.8,,,
655,1981-06-01,Oshawa: Ontario,Total (house and land),0,,,
656,1981-06-01,Oshawa: Ontario,House only,0,,,
657,1981-06-01,Oshawa: Ontario,Land only,0,,,
658,1981-06-01,Toronto: Ontario,Total (house and land),32.3,,,
659,1981-06-01,Toronto: Ontario,House only,27.7,,,
660,1981-06-01,Toronto: Ontario,Land only,40.1,,,
661,1981-06-01,Hamilton: Ontario,Total (house and land),32.7,,,
662,1981-06-01,Hamilton: Ontario,House only,26.6,,,
663,1981-06-01,Hamilton: Ontario,Land only,50.2,,,
664,1981-06-01,St. Catharines-Niagara: Ontario,Total (house and land),31.2,,,
665,1981-06-01,St. Catharines-Niagara: Ontario,House only,29.2,,,
666,1981-06-01,St. Catharines-Niagara: Ontario,Land only,35.6,,,
667,1981-06-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),34.9,,,
668,1981-06-01,Kitchener-Cambridge-Waterloo: Ontario,House only,31.4,,,
669,1981-06-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,43.7,,,
670,1981-06-01,Guelph: Ontario,Total (house and land),0,,,
671,1981-06-01,Guelph: Ontario,House only,0,,,
672,1981-06-01,Guelph: Ontario,Land only,0,,,
673,1981-06-01,London: Ontario,Total (house and land),33.6,,,
674,1981-06-01,London: Ontario,House only,29.1,,,
675,1981-06-01,London: Ontario,Land only,51.6,,,
676,1981-06-01,Windsor: Ontario,Total (house and land),60.6,,,
677,1981-06-01,Windsor: Ontario,House only,63.9,,,
678,1981-06-01,Windsor: Ontario,Land only,47.5,,,
679,1981-06-01,Greater Sudbury: Ontario,Total (house and land),57.1,,,
680,1981-06-01,Greater Sudbury: Ontario,House only,57.2,,,
681,1981-06-01,Greater Sudbury: Ontario,Land only,53.7,,,
682,1981-06-01,Prairie Region,Total (house and land),0,,,
683,1981-06-01,Prairie Region,House only,0,,,
684,1981-06-01,Prairie Region,Land only,0,,,
685,1981-06-01,Manitoba,Total (house and land),0,,,
686,1981-06-01,Manitoba,House only,0,,,
687,1981-06-01,Manitoba,Land only,0,,,
688,1981-06-01,Winnipeg: Manitoba,Total (house and land),28.4,,,
689,1981-06-01,Winnipeg: Manitoba,House only,31.8,,,
690,1981-06-01,Winnipeg: Manitoba,Land only,19,,,
691,1981-06-01,Saskatchewan,Total (house and land),0,,,
692,1981-06-01,Saskatchewan,House only,0,,,
693,1981-06-01,Saskatchewan,Land only,0,,,
694,1981-06-01,Regina: Saskatchewan,Total (house and land),21.9,,,
695,1981-06-01,Regina: Saskatchewan,House only,23.1,,,
696,1981-06-01,Regina: Saskatchewan,Land only,17.8,,,
697,1981-06-01,Saskatoon: Saskatchewan,Total (house and land),35,,,
698,1981-06-01,Saskatoon: Saskatchewan,House only,38,,,
699,1981-06-01,Saskatoon: Saskatchewan,Land only,27.6,,,
700,1981-06-01,Alberta,Total (house and land),0,,,
701,1981-06-01,Alberta,House only,0,,,
702,1981-06-01,Alberta,Land only,0,,,
703,1981-06-01,Calgary: Alberta,Total (house and land),27.1,,,
704,1981-06-01,Calgary: Alberta,House only,30.6,,,
705,1981-06-01,Calgary: Alberta,Land only,20,,,
706,1981-06-01,Edmonton: Alberta,Total (house and land),37.4,,,
707,1981-06-01,Edmonton: Alberta,House only,38.4,,,
708,1981-06-01,Edmonton: Alberta,Land only,33.6,,,
709,1981-06-01,British Columbia,Total (house and land),0,,,
710,1981-06-01,British Columbia,House only,0,,,
711,1981-06-01,British Columbia,Land only,0,,,
712,1981-06-01,Kelowna: British Columbia,Total (house and land),0,,,
713,1981-06-01,Kelowna: British Columbia,House only,0,,,
714,1981-06-01,Kelowna: British Columbia,Land only,0,,,
715,1981-06-01,Vancouver: British Columbia,Total (house and land),91.9,,,
716,1981-06-01,Vancouver: British Columbia,House only,98.2,,,
717,1981-06-01,Vancouver: British Columbia,Land only,84.2,,,
718,1981-06-01,Victoria: British Columbia,Total (house and land),132.8,,,
719,1981-06-01,Victoria: British Columbia,House only,210.6,,,
720,1981-06-01,Victoria: British Columbia,Land only,52.9,,,
721,1981-07-01,Canada,Total (house and land),40.8,,,
722,1981-07-01,Canada,House only,39.2,,,
723,1981-07-01,Canada,Land only,41.6,,,
724,1981-07-01,Atlantic Region,Total (house and land),0,,,
725,1981-07-01,Atlantic Region,House only,0,,,
726,1981-07-01,Atlantic Region,Land only,0,,,
727,1981-07-01,Newfoundland and Labrador,Total (house and land),0,,,
728,1981-07-01,Newfoundland and Labrador,House only,0,,,
729,1981-07-01,Newfoundland and Labrador,Land only,0,,,
730,1981-07-01,St. John's: Newfoundland and Labrador,Total (house and land),36.4,,,
731,1981-07-01,St. John's: Newfoundland and Labrador,House only,37.7,,,
732,1981-07-01,St. John's: Newfoundland and Labrador,Land only,31.9,,,
733,1981-07-01,Prince Edward Island,Total (house and land),0,,,
734,1981-07-01,Prince Edward Island,House only,0,,,
735,1981-07-01,Prince Edward Island,Land only,0,,,
736,1981-07-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
737,1981-07-01,Charlottetown: Prince Edward Island,House only,0,,,
738,1981-07-01,Charlottetown: Prince Edward Island,Land only,0,,,
739,1981-07-01,Nova Scotia,Total (house and land),0,,,
740,1981-07-01,Nova Scotia,House only,0,,,
741,1981-07-01,Nova Scotia,Land only,0,,,
742,1981-07-01,Halifax: Nova Scotia,Total (house and land),0,,,
743,1981-07-01,Halifax: Nova Scotia,House only,0,,,
744,1981-07-01,Halifax: Nova Scotia,Land only,32.5,,,
745,1981-07-01,New Brunswick,Total (house and land),0,,,
746,1981-07-01,New Brunswick,House only,0,,,
747,1981-07-01,New Brunswick,Land only,0,,,
748,1981-07-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),57.4,,,
749,1981-07-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,63.6,,,
750,1981-07-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,38,,,
751,1981-07-01,Quebec,Total (house and land),0,,,
752,1981-07-01,Quebec,House only,0,,,
753,1981-07-01,Quebec,Land only,0,,,
754,1981-07-01,Quebec: Quebec,Total (house and land),31.4,,,
755,1981-07-01,Quebec: Quebec,House only,36.2,,,
756,1981-07-01,Quebec: Quebec,Land only,21.2,,,
757,1981-07-01,Sherbrooke: Quebec,Total (house and land),0,,,
758,1981-07-01,Sherbrooke: Quebec,House only,0,,,
759,1981-07-01,Sherbrooke: Quebec,Land only,0,,,
760,1981-07-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
761,1981-07-01,Trois-Rivieres: Quebec,House only,0,,,
762,1981-07-01,Trois-Rivieres: Quebec,Land only,0,,,
763,1981-07-01,Montreal: Quebec,Total (house and land),30.2,,,
764,1981-07-01,Montreal: Quebec,House only,31.7,,,
765,1981-07-01,Montreal: Quebec,Land only,21.7,,,
766,1981-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
767,1981-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
768,1981-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
769,1981-07-01,Ontario,Total (house and land),0,,,
